Organisation_Code,Sector,Number_Of_Beds,Effective_Snapshot_Date
RV5,Learning Disabilities,24.728261,31/12/2012
RV8,Learning Disabilities,0,31/12/2012
RP6,Learning Disabilities,0,31/12/2012
RPG,Learning Disabilities,7,31/12/2012
RPY,Learning Disabilities,0,31/12/2012
RQM,Learning Disabilities,0,31/12/2012
RQX,Learning Disabilities,0,31/12/2012
RQY,Learning Disabilities,0,31/12/2012
RJ6,Learning Disabilities,0,31/12/2012
RJ7,Learning Disabilities,0,31/12/2012
RJZ,Learning Disabilities,0,31/12/2012
RKE,Learning Disabilities,0,31/12/2012
RKL,Learning Disabilities,0,31/12/2012
RP4,Learning Disabilities,0,31/12/2012
RAX,Learning Disabilities,0,31/12/2012
RC3,Learning Disabilities,0,31/12/2012
RF4,Learning Disabilities,0,31/12/2012
RFW,Learning Disabilities,0,31/12/2012
RJ1,Learning Disabilities,0,31/12/2012
RJ2,Learning Disabilities,0,31/12/2012
R1H,Learning Disabilities,0,31/12/2012
RAL,Learning Disabilities,0,31/12/2012
RAN,Learning Disabilities,0,31/12/2012
RAP,Learning Disabilities,0,31/12/2012
RAS,Learning Disabilities,0,31/12/2012
RAT,Learning Disabilities,12,31/12/2012
RWH,Learning Disabilities,0,31/12/2012
RWN,Learning Disabilities,17,31/12/2012
RWR,Learning Disabilities,64,31/12/2012
RY3,Learning Disabilities,11.23913,31/12/2012
RY4,Learning Disabilities,0,31/12/2012
RYV,Learning Disabilities,0,31/12/2012
RQ8,Learning Disabilities,0,31/12/2012
RQQ,Learning Disabilities,0,31/12/2012
RQW,Learning Disabilities,0,31/12/2012
RRD,Learning Disabilities,0,31/12/2012
RT1,Learning Disabilities,17,31/12/2012
RWG,Learning Disabilities,0,31/12/2012
RGP,Learning Disabilities,0,31/12/2012
RGQ,Learning Disabilities,0,31/12/2012
RGR,Learning Disabilities,0,31/12/2012
RGT,Learning Disabilities,0,31/12/2012
RM1,Learning Disabilities,0,31/12/2012
RMY,Learning Disabilities,20,31/12/2012
RC9,Learning Disabilities,0,31/12/2012
RCX,Learning Disabilities,0,31/12/2012
RDD,Learning Disabilities,0,31/12/2012
RDE,Learning Disabilities,0,31/12/2012
RGM,Learning Disabilities,0,31/12/2012
RGN,Learning Disabilities,0,31/12/2012
RYG,Learning Disabilities,106.706522,31/12/2012
RYK,Learning Disabilities,0,31/12/2012
RYW,Learning Disabilities,15,31/12/2012
TAJ,Learning Disabilities,52,31/12/2012
RAJ,Learning Disabilities,0,31/12/2012
RC1,Learning Disabilities,0,31/12/2012
RRJ,Learning Disabilities,0,31/12/2012
RRK,Learning Disabilities,0,31/12/2012
RWP,Learning Disabilities,0,31/12/2012
RXK,Learning Disabilities,0,31/12/2012
RXT,Learning Disabilities,0,31/12/2012
RXW,Learning Disabilities,0,31/12/2012
RLU,Learning Disabilities,0,31/12/2012
RLY,Learning Disabilities,35.858696,31/12/2012
RNA,Learning Disabilities,0,31/12/2012
RQ3,Learning Disabilities,0,31/12/2012
RR1,Learning Disabilities,0,31/12/2012
RRE,Learning Disabilities,34,31/12/2012
RJF,Learning Disabilities,0,31/12/2012
RKB,Learning Disabilities,0,31/12/2012
RL1,Learning Disabilities,0,31/12/2012
RL4,Learning Disabilities,0,31/12/2012
RLQ,Learning Disabilities,0,31/12/2012
RLT,Learning Disabilities,0,31/12/2012
R1A,Learning Disabilities,23.119565,31/12/2012
R1E,Learning Disabilities,0,31/12/2012
RBK,Learning Disabilities,0,31/12/2012
RJC,Learning Disabilities,0,31/12/2012
RJD,Learning Disabilities,0,31/12/2012
RJE,Learning Disabilities,0,31/12/2012
RWD,Learning Disabilities,0,31/12/2012
RWE,Learning Disabilities,0,31/12/2012
RX1,Learning Disabilities,0,31/12/2012
RXM,Learning Disabilities,0,31/12/2012
RY5,Learning Disabilities,0,31/12/2012
RY8,Learning Disabilities,13.847826,31/12/2012
RNQ,Learning Disabilities,0,31/12/2012
RNS,Learning Disabilities,4.293478,31/12/2012
RP1,Learning Disabilities,4.717391,31/12/2012
RP7,Learning Disabilities,16,31/12/2012
RT5,Learning Disabilities,36,31/12/2012
RTG,Learning Disabilities,0,31/12/2012
RY6,Learning Disabilities,0,31/12/2012
TAD,Learning Disabilities,6,31/12/2012
TAH,Learning Disabilities,7,31/12/2012
RFS,Learning Disabilities,0,31/12/2012
RHA,Learning Disabilities,87.01087,31/12/2012
RK5,Learning Disabilities,0,31/12/2012
RV9,Learning Disabilities,15.282609,31/12/2012
RWA,Learning Disabilities,0,31/12/2012
RWY,Learning Disabilities,0,31/12/2012
RXE,Learning Disabilities,21,31/12/2012
RXF,Learning Disabilities,0,31/12/2012
RXG,Learning Disabilities,25,31/12/2012
RFR,Learning Disabilities,0,31/12/2012
RGD,Learning Disabilities,44.945652,31/12/2012
RHQ,Learning Disabilities,0,31/12/2012
RJL,Learning Disabilities,0,31/12/2012
RP5,Learning Disabilities,0,31/12/2012
RR8,Learning Disabilities,0,31/12/2012
RAE,Learning Disabilities,0,31/12/2012
RCB,Learning Disabilities,0,31/12/2012
RCD,Learning Disabilities,0,31/12/2012
RCF,Learning Disabilities,0,31/12/2012
RCU,Learning Disabilities,0,31/12/2012
RFF,Learning Disabilities,0,31/12/2012
RXA,Learning Disabilities,54.347826,31/12/2012
RXL,Learning Disabilities,0,31/12/2012
RXN,Learning Disabilities,0,31/12/2012
RXR,Learning Disabilities,0,31/12/2012
RXV,Learning Disabilities,0,31/12/2012
TAE,Learning Disabilities,0,31/12/2012
RW3,Learning Disabilities,0,31/12/2012
RW4,Learning Disabilities,10,31/12/2012
RW5,Learning Disabilities,0,31/12/2012
RW6,Learning Disabilities,0,31/12/2012
RWJ,Learning Disabilities,0,31/12/2012
RWW,Learning Disabilities,0,31/12/2012
RQ6,Learning Disabilities,0,31/12/2012
RRF,Learning Disabilities,0,31/12/2012
RT2,Learning Disabilities,0,31/12/2012
RTV,Learning Disabilities,22,31/12/2012
RTX,Learning Disabilities,0,31/12/2012
RVY,Learning Disabilities,0,31/12/2012
RM2,Learning Disabilities,0,31/12/2012
RM3,Learning Disabilities,0,31/12/2012
RMC,Learning Disabilities,0,31/12/2012
RMP,Learning Disabilities,0,31/12/2012
RNL,Learning Disabilities,0,31/12/2012
RNN,Learning Disabilities,6,31/12/2012
REN,Learning Disabilities,0,31/12/2012
REP,Learning Disabilities,0,31/12/2012
RET,Learning Disabilities,0,31/12/2012
RJN,Learning Disabilities,0,31/12/2012
RJR,Learning Disabilities,0,31/12/2012
RJX,Learning Disabilities,238,31/12/2012
RBN,Learning Disabilities,0,31/12/2012
RBQ,Learning Disabilities,0,31/12/2012
RBS,Learning Disabilities,0,31/12/2012
RBT,Learning Disabilities,0,31/12/2012
RBV,Learning Disabilities,0,31/12/2012
REM,Learning Disabilities,0,31/12/2012
RTR,Learning Disabilities,0,31/12/2012
RVW,Learning Disabilities,0,31/12/2012
RX3,Learning Disabilities,168.652174,31/12/2012
RX4,Learning Disabilities,217,31/12/2012
RXP,Learning Disabilities,0,31/12/2012
RBL,Learning Disabilities,0,31/12/2012
RWV,General & Acute,0,31/12/2012
RE9,Learning Disabilities,6,31/12/2012
RLN,Learning Disabilities,0,31/12/2012
RR7,Learning Disabilities,0,31/12/2012
RTD,Learning Disabilities,0,31/12/2012
RTF,Learning Disabilities,0,31/12/2012
RN3,General & Acute,524.98913,31/12/2012
RNZ,General & Acute,411.630435,31/12/2012
RTE,General & Acute,914.804348,31/12/2012
RTQ,General & Acute,0,31/12/2012
RVJ,General & Acute,952.326087,31/12/2012
RVN,General & Acute,0,31/12/2012
RDZ,General & Acute,616.945652,31/12/2012
REF,General & Acute,614.836957,31/12/2012
RH5,General & Acute,315.956522,31/12/2012
RH8,General & Acute,716.271739,31/12/2012
RJ8,General & Acute,0,31/12/2012
RK9,General & Acute,830.869565,31/12/2012
RBB,General & Acute,32.673913,31/12/2012
RBD,General & Acute,302.391304,31/12/2012
RBZ,General & Acute,338.902174,31/12/2012
RD1,General & Acute,609.826087,31/12/2012
RD3,General & Acute,486.565217,31/12/2012
RDY,General & Acute,0,31/12/2012
5QH,General & Acute,84.586957,31/12/2012
RA3,General & Acute,242.336957,31/12/2012
RA4,General & Acute,320.532609,31/12/2012
RA7,General & Acute,849.521739,31/12/2012
RA9,General & Acute,412,31/12/2012
RBA,General & Acute,574.108696,31/12/2012
RN5,General & Acute,787.75,31/12/2012
RNU,General & Acute,120,31/12/2012
RTH,General & Acute,1184.554348,31/12/2012
RW1,General & Acute,68.934783,31/12/2012
RWX,General & Acute,54,31/12/2012
RXQ,General & Acute,682,31/12/2012
R1F,General & Acute,269.25,31/12/2012
RD7,General & Acute,535.445652,31/12/2012
RD8,General & Acute,379,31/12/2012
RHM,General & Acute,1014.75,31/12/2012
RHU,General & Acute,948.73913,31/12/2012
RHW,General & Acute,665,31/12/2012
RXH,General & Acute,748,31/12/2012
RXX,General & Acute,0,31/12/2012
RXY,General & Acute,9.065217,31/12/2012
RYR,General & Acute,837.228261,31/12/2012
5CQ,General & Acute,0,31/12/2012
R1C,General & Acute,59.51087,31/12/2012
RTK,General & Acute,518.76087,31/12/2012
RTP,General & Acute,573,31/12/2012
RVV,General & Acute,1108,31/12/2012
RWF,General & Acute,702.021739,31/12/2012
RX2,General & Acute,0,31/12/2012
RXC,General & Acute,787.630435,31/12/2012
RA2,General & Acute,446.086957,31/12/2012
RDR,General & Acute,124.836957,31/12/2012
RDU,General & Acute,538,31/12/2012
RN7,General & Acute,440.315217,31/12/2012
RPA,General & Acute,477.391304,31/12/2012
RPC,General & Acute,58.467391,31/12/2012
RVR,General & Acute,707.163043,31/12/2012
RWK,General & Acute,61,31/12/2012
RYJ,General & Acute,1032,31/12/2012
RYQ,General & Acute,906,31/12/2012
RYX,General & Acute,244.358696,31/12/2012
TAF,General & Acute,0,31/12/2012
RRV,General & Acute,799.130435,31/12/2012
RT3,General & Acute,365,31/12/2012
RV3,General & Acute,73,31/12/2012
RV5,General & Acute,0,31/12/2012
RV8,General & Acute,659,31/12/2012
RVL,General & Acute,663.804348,31/12/2012
RPG,General & Acute,0,31/12/2012
RPY,General & Acute,192.782609,31/12/2012
RQM,General & Acute,470.152174,31/12/2012
RQX,General & Acute,359.543478,31/12/2012
RQY,General & Acute,0,31/12/2012
RRP,General & Acute,0,31/12/2012
RJ7,General & Acute,862.608696,31/12/2012
RJZ,General & Acute,796.673913,31/12/2012
RKE,General & Acute,262.032609,31/12/2012
RKL,General & Acute,0,31/12/2012
RP4,General & Acute,303.836957,31/12/2012
RP6,General & Acute,7.652174,31/12/2012
RC3,General & Acute,425.152174,31/12/2012
RF4,General & Acute,957.402174,31/12/2012
RFW,General & Acute,317.445652,31/12/2012
RJ1,General & Acute,956.478261,31/12/2012
RJ2,General & Acute,378.695652,31/12/2012
RJ6,General & Acute,481,31/12/2012
RAL,General & Acute,482.673913,31/12/2012
RAN,General & Acute,177.576087,31/12/2012
RAP,General & Acute,321.326087,31/12/2012
RAS,General & Acute,370.978261,31/12/2012
RAT,General & Acute,115.086957,31/12/2012
RAX,General & Acute,390.326087,31/12/2012
RWN,General & Acute,79.304348,31/12/2012
RWR,General & Acute,0,31/12/2012
RY3,General & Acute,91.630435,31/12/2012
RY4,General & Acute,230.391304,31/12/2012
RYV,General & Acute,103.804348,31/12/2012
R1H,General & Acute,1687.782609,31/12/2012
RQQ,General & Acute,226.826087,31/12/2012
RQW,General & Acute,396.347826,31/12/2012
RRD,General & Acute,0,31/12/2012
RT1,General & Acute,0,31/12/2012
RWG,General & Acute,629.23913,31/12/2012
RWH,General & Acute,706.521739,31/12/2012
RGQ,General & Acute,537.282609,31/12/2012
RGR,General & Acute,436.326087,31/12/2012
RGT,General & Acute,892,31/12/2012
RM1,General & Acute,908.880435,31/12/2012
RMY,General & Acute,0,31/12/2012
RQ8,General & Acute,497,31/12/2012
RCX,General & Acute,426.152174,31/12/2012
RDD,General & Acute,613.967391,31/12/2012
RDE,General & Acute,581.097826,31/12/2012
RGM,General & Acute,240.032609,31/12/2012
RGN,General & Acute,574.119565,31/12/2012
RGP,General & Acute,394,31/12/2012
RYK,General & Acute,0,31/12/2012
RYW,General & Acute,232.619565,31/12/2012
RY5,General & Acute,60,30/09/2012
RY8,General & Acute,46.336957,30/09/2012
R1A,General & Acute,83,30/09/2012
R1E,General & Acute,316.521739,30/09/2012
RBK,General & Acute,404.902174,30/09/2012
RP7,General & Acute,0,30/09/2012
RT5,General & Acute,0,30/09/2012
RTG,General & Acute,844.271739,30/09/2012
RWD,General & Acute,1083.48913,30/09/2012
RWE,General & Acute,1456.206522,30/09/2012
RX1,General & Acute,1539.978261,30/09/2012
RFS,General & Acute,509.956522,30/09/2012
RHA,General & Acute,84,30/09/2012
RK5,General & Acute,670.445652,30/09/2012
RNQ,General & Acute,513.521739,30/09/2012
RNS,General & Acute,719.673913,30/09/2012
RP1,General & Acute,39.891304,30/09/2012
RXE,General & Acute,66,30/09/2012
RXF,General & Acute,1021.565217,30/09/2012
RXG,General & Acute,86,30/09/2012
RY6,General & Acute,31.01087,30/09/2012
TAD,General & Acute,0,30/09/2012
TAH,General & Acute,0,30/09/2012
RJL,General & Acute,786.456522,30/09/2012
RP5,General & Acute,897.206522,30/09/2012
RR8,General & Acute,1879.347826,30/09/2012
RV9,General & Acute,0,30/09/2012
RWA,General & Acute,1052.402174,30/09/2012
RWY,General & Acute,708.76087,30/09/2012
RCF,General & Acute,296,30/09/2012
RCU,General & Acute,124.173913,30/09/2012
RFF,General & Acute,431.154348,30/09/2012
RFR,General & Acute,486.065217,30/09/2012
RGD,General & Acute,0,30/09/2012
RHQ,General & Acute,1925.206522,30/09/2012
RXR,General & Acute,853.445652,30/09/2012
RXV,General & Acute,0,30/09/2012
TAE,General & Acute,0,30/09/2012
RAE,General & Acute,676.652174,30/09/2012
RCB,General & Acute,993.304348,30/09/2012
RCD,General & Acute,279.597826,30/09/2012
RW6,General & Acute,1373.630435,30/09/2012
RWJ,General & Acute,669.391304,30/09/2012
RWW,General & Acute,582.467391,30/09/2012
RXA,General & Acute,0,30/09/2012
RXL,General & Acute,777.163043,30/09/2012
RXN,General & Acute,821.369565,30/09/2012
RTV,General & Acute,0,30/09/2012
RTX,General & Acute,740.315217,30/09/2012
RVY,General & Acute,442.869565,30/09/2012
RW3,General & Acute,1086.076087,30/09/2012
RW4,General & Acute,0,30/09/2012
RW5,General & Acute,0,30/09/2012
RMP,General & Acute,450.315217,30/09/2012
RNL,General & Acute,538.51087,30/09/2012
RNN,General & Acute,0,30/09/2012
RQ6,General & Acute,755.804348,30/09/2012
RRF,General & Acute,467.695652,30/09/2012
RT2,General & Acute,40,30/09/2012
RJN,General & Acute,354.978261,30/09/2012
RJR,General & Acute,517,30/09/2012
RJX,General & Acute,0,30/09/2012
RM2,General & Acute,815.782609,30/09/2012
RM3,General & Acute,634.847826,30/09/2012
RMC,General & Acute,591.347826,30/09/2012
RBT,General & Acute,520,30/09/2012
RBV,General & Acute,166.293478,30/09/2012
REM,General & Acute,711.054348,30/09/2012
REN,General & Acute,78.065217,30/09/2012
REP,General & Acute,35.934783,30/09/2012
RET,General & Acute,137.48913,30/09/2012
RX4,General & Acute,55,30/09/2012
RXP,General & Acute,1053,30/09/2012
RBL,General & Acute,773.043478,30/09/2012
RBN,General & Acute,643.26087,30/09/2012
RBQ,General & Acute,153.608696,30/09/2012
RBS,General & Acute,184.043478,30/09/2012
RR7,General & Acute,444,30/09/2012
RTD,General & Acute,1507.826087,30/09/2012
RTF,General & Acute,1074.98913,30/09/2012
RTR,General & Acute,1059.315217,30/09/2012
RVW,General & Acute,603.380435,30/09/2012
RX3,General & Acute,0,30/09/2012
RTQ,Mental Illness,217.065217,30/09/2012
RVJ,Mental Illness,23.771739,30/09/2012
RVN,Mental Illness,564,30/09/2012
RWV,Mental Illness,271.945652,30/09/2012
RE9,General & Acute,383.467391,30/09/2012
RLN,General & Acute,823.586957,30/09/2012
RH8,Mental Illness,0,30/09/2012
RJ8,Mental Illness,137.923913,30/09/2012
RK9,Mental Illness,0,30/09/2012
RN3,Mental Illness,0.032609,30/09/2012
RNZ,Mental Illness,0,30/09/2012
RTE,Mental Illness,0,30/09/2012
RD1,Mental Illness,0,30/09/2012
RD3,Mental Illness,0,30/09/2012
RDY,Mental Illness,90,30/09/2012
RDZ,Mental Illness,0,30/09/2012
REF,Mental Illness,0,30/09/2012
RH5,Mental Illness,172.119565,30/09/2012
RA7,Mental Illness,0,30/09/2012
RA9,Mental Illness,0,30/09/2012
RBA,Mental Illness,0,30/09/2012
RBB,Mental Illness,0,30/09/2012
RBD,Mental Illness,0,30/09/2012
RBZ,Mental Illness,0,30/09/2012
RW1,Mental Illness,511.195652,30/09/2012
RWX,Mental Illness,203,30/09/2012
RXQ,Mental Illness,0,30/09/2012
5QH,Mental Illness,0,30/09/2012
RA3,Mental Illness,0,30/09/2012
RA4,Mental Illness,0,30/09/2012
RHU,Mental Illness,0,30/09/2012
RHW,Mental Illness,0,30/09/2012
RHX,Mental Illness,0,30/09/2012
RN5,Mental Illness,0,30/09/2012
RNU,Mental Illness,442.73913,30/09/2012
RTH,Mental Illness,0,30/09/2012
5CQ,Mental Illness,63,30/09/2012
R1C,Mental Illness,119.543478,30/09/2012
R1F,Mental Illness,58.01087,30/09/2012
RD7,Mental Illness,0,30/09/2012
RD8,Mental Illness,0,30/09/2012
RHM,Mental Illness,0,30/09/2012
RX2,Mental Illness,665,30/09/2012
RXC,Mental Illness,0,30/09/2012
TAJ,General & Acute,0,31/12/2012
RAJ,General & Acute,599.456522,31/12/2012
RC1,General & Acute,334,31/12/2012
RC9,General & Acute,561.195652,31/12/2012
RRK,General & Acute,972,31/12/2012
RWP,General & Acute,757.173913,31/12/2012
RXK,General & Acute,729.380435,31/12/2012
RXT,General & Acute,0,31/12/2012
RXW,General & Acute,704.641304,31/12/2012
RYG,General & Acute,0,31/12/2012
RLY,General & Acute,0,31/12/2012
RNA,General & Acute,675.173913,31/12/2012
RQ3,General & Acute,209.565217,31/12/2012
RR1,General & Acute,1382.684783,31/12/2012
RRE,General & Acute,0,31/12/2012
RRJ,General & Acute,119.228261,31/12/2012
RKB,General & Acute,1053.413043,31/12/2012
RL1,General & Acute,180.086957,31/12/2012
RL4,General & Acute,759.51087,31/12/2012
RLQ,General & Acute,222,31/12/2012
RLT,General & Acute,300.532609,31/12/2012
RLU,General & Acute,31,31/12/2012
R1E,General & Acute,308.608696,31/12/2012
RBK,General & Acute,441.217391,31/12/2012
RJC,General & Acute,529.913043,31/12/2012
RJD,General & Acute,348.043478,31/12/2012
RJE,General & Acute,993.673913,31/12/2012
RJF,General & Acute,404.706522,31/12/2012
RWE,General & Acute,1502.097826,31/12/2012
RX1,General & Acute,1542.532609,31/12/2012
RXM,General & Acute,0,31/12/2012
RY5,General & Acute,60,31/12/2012
RY8,General & Acute,48.934783,31/12/2012
R1A,General & Acute,83,31/12/2012
RNS,General & Acute,737.195652,31/12/2012
RP1,General & Acute,40,31/12/2012
RP7,General & Acute,0,31/12/2012
RT5,General & Acute,0,31/12/2012
RTG,General & Acute,854.48913,31/12/2012
RWD,General & Acute,1083.663043,31/12/2012
TAD,General & Acute,0,31/12/2012
TAH,General & Acute,0,31/12/2012
RFS,General & Acute,534.358696,31/12/2012
RHA,General & Acute,84,31/12/2012
RK5,General & Acute,695.043478,31/12/2012
RNQ,General & Acute,516.652174,31/12/2012
RWA,General & Acute,1020.826087,31/12/2012
RWY,General & Acute,758.065217,31/12/2012
RXE,General & Acute,79,31/12/2012
RXF,General & Acute,1007.869565,31/12/2012
RXG,General & Acute,86,31/12/2012
RY6,General & Acute,29.097826,31/12/2012
RGD,General & Acute,0,31/12/2012
RHQ,General & Acute,1830.75,31/12/2012
RJL,General & Acute,773.836957,31/12/2012
RP5,General & Acute,889.608696,31/12/2012
RR8,General & Acute,1756.271739,31/12/2012
RV9,General & Acute,0,31/12/2012
RCB,General & Acute,"1,017",31/12/2012
RCD,General & Acute,288.608696,31/12/2012
RCF,General & Acute,341,31/12/2012
RCU,General & Acute,132.967391,31/12/2012
RFF,General & Acute,449.173913,31/12/2012
RFR,General & Acute,473.956522,31/12/2012
RXL,General & Acute,789.206522,31/12/2012
RXN,General & Acute,823.347826,31/12/2012
RXR,General & Acute,875.978261,31/12/2012
RXV,General & Acute,0,31/12/2012
TAE,General & Acute,0,31/12/2012
RAE,General & Acute,687,31/12/2012
RW4,General & Acute,0,31/12/2012
RW5,General & Acute,0,31/12/2012
RW6,General & Acute,1336.456522,31/12/2012
RWJ,General & Acute,679.478261,31/12/2012
RWW,General & Acute,594.673913,31/12/2012
RXA,General & Acute,0,31/12/2012
RRF,General & Acute,447.923913,31/12/2012
RT2,General & Acute,40,31/12/2012
RTV,General & Acute,0,31/12/2012
RTX,General & Acute,747.195652,31/12/2012
RVY,General & Acute,435.891304,31/12/2012
RW3,General & Acute,1086.423913,31/12/2012
RM3,General & Acute,641.98913,31/12/2012
RMC,General & Acute,588.782609,31/12/2012
RMP,General & Acute,462.543478,31/12/2012
RNL,General & Acute,556.967391,31/12/2012
RNN,General & Acute,0,31/12/2012
RQ6,General & Acute,783,31/12/2012
REP,General & Acute,37.956522,31/12/2012
RET,General & Acute,136.913043,31/12/2012
RJN,General & Acute,368.717391,31/12/2012
RJR,General & Acute,527,31/12/2012
RJX,General & Acute,0,31/12/2012
RM2,General & Acute,819,31/12/2012
RBQ,General & Acute,153.163043,31/12/2012
RBS,General & Acute,185.217391,31/12/2012
RBT,General & Acute,541.054348,31/12/2012
RBV,General & Acute,166.065217,31/12/2012
REM,General & Acute,699.434783,31/12/2012
REN,General & Acute,75.804348,31/12/2012
RVW,General & Acute,622.456522,31/12/2012
RX3,General & Acute,0,31/12/2012
RX4,General & Acute,55,31/12/2012
RXP,General & Acute,1053,31/12/2012
RBL,General & Acute,804,31/12/2012
RBN,General & Acute,649,31/12/2012
RE9,General & Acute,360.836957,31/12/2012
RLN,General & Acute,820.130435,31/12/2012
RR7,General & Acute,442,31/12/2012
RTD,General & Acute,"1,489",31/12/2012
RTF,General & Acute,1083.195652,31/12/2012
RTR,General & Acute,1040.826087,31/12/2012
RNZ,Mental Illness,0,31/12/2012
RTE,Mental Illness,0,31/12/2012
RTQ,Mental Illness,215.73913,31/12/2012
RVJ,Mental Illness,23.891304,31/12/2012
RVN,Mental Illness,547,31/12/2012
RWV,Mental Illness,268,31/12/2012
REF,Mental Illness,0,31/12/2012
RH5,Mental Illness,172.184783,31/12/2012
RH8,Mental Illness,0,31/12/2012
RJ8,Mental Illness,143.293478,31/12/2012
RK9,Mental Illness,0,31/12/2012
RN3,Mental Illness,0.01087,31/12/2012
RBD,Mental Illness,0,31/12/2012
RBZ,Mental Illness,0,31/12/2012
RD1,Mental Illness,0,31/12/2012
RXH,Mental Illness,0,30/09/2012
RXX,Mental Illness,288,30/09/2012
RXY,Mental Illness,525.978261,30/09/2012
RYR,Mental Illness,0,30/09/2012
RPA,Mental Illness,0.032609,30/09/2012
RPC,Mental Illness,0,30/09/2012
RTK,Mental Illness,0,30/09/2012
RTP,Mental Illness,0,30/09/2012
RVV,Mental Illness,0,30/09/2012
RWF,Mental Illness,0,30/09/2012
RYX,Mental Illness,0,30/09/2012
TAF,Mental Illness,176.597826,30/09/2012
RA2,Mental Illness,0,30/09/2012
RDR,Mental Illness,0,30/09/2012
RDU,Mental Illness,0,30/09/2012
RN7,Mental Illness,0,30/09/2012
RV8,Mental Illness,0,30/09/2012
RVL,Mental Illness,0,30/09/2012
RVR,Mental Illness,0,30/09/2012
RWK,Mental Illness,658.586957,30/09/2012
RYJ,Mental Illness,0,30/09/2012
RYQ,Mental Illness,0,30/09/2012
RQY,Mental Illness,448.347826,30/09/2012
RRP,Mental Illness,472.173913,30/09/2012
RRV,Mental Illness,11.869565,30/09/2012
RT3,Mental Illness,0,30/09/2012
RV3,Mental Illness,512.021739,30/09/2012
RV5,Mental Illness,920.054348,30/09/2012
RP4,Mental Illness,10,30/09/2012
RP6,Mental Illness,0,30/09/2012
RPG,Mental Illness,439.826087,30/09/2012
RPY,Mental Illness,0,30/09/2012
RQM,Mental Illness,0,30/09/2012
RQX,Mental Illness,0,30/09/2012
RJ2,Mental Illness,0,30/09/2012
RJ6,Mental Illness,0,30/09/2012
RJ7,Mental Illness,0,30/09/2012
RJZ,Mental Illness,0,30/09/2012
RKE,Mental Illness,12,30/09/2012
RKL,Mental Illness,552.5,30/09/2012
RAT,Mental Illness,277,30/09/2012
RAX,Mental Illness,0,30/09/2012
RC3,Mental Illness,0,30/09/2012
RF4,Mental Illness,0,30/09/2012
RFW,Mental Illness,0,30/09/2012
RJ1,Mental Illness,0,30/09/2012
RYV,Mental Illness,0,30/09/2012
R1H,Mental Illness,0,30/09/2012
RAL,Mental Illness,6,30/09/2012
RAN,Mental Illness,0,30/09/2012
RAP,Mental Illness,0,30/09/2012
RAS,Mental Illness,0,30/09/2012
RWG,Mental Illness,0,30/09/2012
RWH,Mental Illness,0,30/09/2012
RWN,Mental Illness,673,30/09/2012
RWR,Mental Illness,433.836957,30/09/2012
RY3,Mental Illness,0,30/09/2012
RY4,Mental Illness,0,30/09/2012
RMY,Mental Illness,549.782609,30/09/2012
RQ8,Mental Illness,0,30/09/2012
RQQ,Mental Illness,0,30/09/2012
RQW,Mental Illness,0,30/09/2012
RRD,Mental Illness,381,30/09/2012
RT1,Mental Illness,282,30/09/2012
RGN,Mental Illness,0,30/09/2012
RGP,Mental Illness,0,30/09/2012
RGQ,Mental Illness,0,30/09/2012
RGR,Mental Illness,0,30/09/2012
RGT,Mental Illness,0,30/09/2012
RM1,Mental Illness,0,30/09/2012
RC1,Mental Illness,0,30/09/2012
RC9,Mental Illness,0,30/09/2012
RCX,Mental Illness,0,30/09/2012
RDD,Mental Illness,0,30/09/2012
RDE,Mental Illness,0,30/09/2012
RGM,Mental Illness,0,30/09/2012
RYG,Mental Illness,285,30/09/2012
RYK,Mental Illness,194,30/09/2012
RYW,Mental Illness,0,30/09/2012
TAJ,Mental Illness,196,30/09/2012
5PT,Mental Illness,0,30/09/2012
RAJ,Mental Illness,0,30/09/2012
RRJ,Mental Illness,0,30/09/2012
RRK,Mental Illness,0,30/09/2012
RWP,Mental Illness,0,30/09/2012
RXK,Mental Illness,0,30/09/2012
RXT,Mental Illness,699.51087,30/09/2012
RXW,Mental Illness,0,30/09/2012
RLU,Mental Illness,0,30/09/2012
RLY,Mental Illness,185.565217,30/09/2012
RNA,Mental Illness,0,30/09/2012
RQ3,Mental Illness,39,30/09/2012
RR1,Mental Illness,0,30/09/2012
RRE,Mental Illness,334.565217,30/09/2012
RJF,Mental Illness,0,30/09/2012
RKB,Mental Illness,0,30/09/2012
RL1,Mental Illness,0,30/09/2012
RL4,Mental Illness,0,30/09/2012
RLQ,Mental Illness,0,30/09/2012
RLT,Mental Illness,0,30/09/2012
R1A,Mental Illness,161,30/09/2012
R1E,Mental Illness,0,30/09/2012
RBK,Mental Illness,0,30/09/2012
RJC,Mental Illness,0,30/09/2012
RJD,Mental Illness,0,30/09/2012
RJE,Mental Illness,0,30/09/2012
RWD,Mental Illness,0,30/09/2012
RWE,Mental Illness,0,30/09/2012
RX1,Mental Illness,0,30/09/2012
RXM,Mental Illness,306,30/09/2012
RY5,Mental Illness,0,30/09/2012
RY8,Mental Illness,74.891304,30/09/2012
RNQ,Mental Illness,0,30/09/2012
RNS,Mental Illness,0,30/09/2012
RP1,Mental Illness,207,30/09/2012
RP7,Mental Illness,240,30/09/2012
RT5,Mental Illness,413.336957,30/09/2012
RTG,Mental Illness,0,30/09/2012
RY6,Mental Illness,8,30/09/2012
TAD,Mental Illness,203,30/09/2012
TAH,Mental Illness,251,30/09/2012
